"E:\dh_dag\out_927\tmp\010_2023-DEDO-11-4-A-Unsol.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-11-4-B-Unsol.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-11-4-C-Unsol.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-WT-A-Unsol.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-WT-B-Unsol.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-WT-C-Unsol.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_WT_AI.raw.dia"	"E:\dh_dag\out_927\tmp\DEDO-11-4-A.raw.dia"	"E:\dh_dag\out_927\tmp\DEDO-11-4-B.raw.dia"	"E:\dh_dag\out_927\tmp\DEDO-WT-C.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-11-4-A-Sol.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-11-4-B-Sol.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-WT-A-Sol.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-WT-C-Sol.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_11_AI.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_11_BI.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_11_CI.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_WT_CI.raw.dia"	"E:\dh_dag\out_927\tmp\DEDO-11-3-A.raw.dia"	"E:\dh_dag\out_927\tmp\DEDO-11-3-B.raw.dia"	"E:\dh_dag\out_927\tmp\DEDO-11-3-C.raw.dia"	"E:\dh_dag\out_927\tmp\DEDO-11-4-C.raw.dia"	"E:\dh_dag\out_927\tmp\DEDO-WT-A.raw.dia"	"E:\dh_dag\out_927\tmp\DEDO-WT-B.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_WT_BI.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-11-4-C-Sol.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-WT-B-Sol.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_11_AS.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_11_BS.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_WT_AS.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_WT_BS.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_WT_CS.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_11_CS.raw.dia"
"Tb927.10.12110:mRNA-p1"	NA	NA	NA	NA	NA	NA	NA	NA	743327.604977186	NA	1531655.29005245	1596301.37455616	1740637.98915341	1816361.11819474	NA	NA	NA	NA	776138.506449691	NA	NA	584857.447731539	NA	NA	NA	1615125.07862133	2152690.36363932	1789989.31738231	1702339.63099721	2241183.39257272	2380838.20003597	2302464.19804612	1423521.67301055
"Tb927.3.2770.1:mRNA-p1;Tb927.3.2770.2:mRNA-p1"	NA	NA	NA	NA	NA	NA	NA	2358141.53479613	1941431.01561876	2346819.81640236	1307719.26039745	2185795.36470876	2885126.89565133	2613746.08563014	NA	NA	NA	NA	2138981.52595412	2207708.36560295	2137890.94347633	1982162.42045719	1997014.10678479	2310524.66613856	NA	1337859.72467262	1751589.03307189	1495837.29344514	1529379.79520963	1652897.87201688	2092271.14315629	1752666.33768631	1986234.28378746
"Tb927.5.293b:mRNA-p1"	NA	NA	NA	NA	NA	NA	NA	1531958.32411014	1534855.44336023	1326085.58991651	1258118.59065899	1176053.15192625	1052954.51948718	1316702.04960252	352013.448034416	NA	275822.289972477	381976.924498088	1562951.68333986	1469904.53831562	1276192.0663531	1510344.42743737	1307002.23255357	1328261.23405424	NA	1068044.03299219	757101.170242204	1008666.95648216	1062904.95990438	1101856.51872593	1134671.83695588	1047620.11327931	1134564.69443591
"Tb927.9.4230:mRNA-p1"	1238539.99996868	1116439.99997176	1200619.99996964	885640.999977603	NA	NA	875752.999977848	13279347.2685117	13692599.305072	12809589.1891123	10799162.1694139	9410800.48347748	10375832.4543499	7458304.6839421	1872949.99995263	2289244.26722203	1820989.99995395	791619.999979977	12970704.7403644	12395341.6375077	14222068.8522948	13099401.7801384	13270986.3172941	13613364.4379657	866906.999978076	9397124.14580056	8145535.70556944	16000675.9734013	15402109.7258764	14900818.3824429	12865445.7416376	14330578.2174636	16473601.851788
"Tb927.4.1040:mRNA-p1"	24535135.7143819	26356392.3850644	25404317.7643225	23436772.0288532	24326039.0883743	24350661.5041825	21886837.9516277	7698848.26237873	7820494.0007202	9260982.3576097	885223.089347642	1497566.23738289	1724230.40766147	1900221.44609933	23127853.6261777	23370333.481691	23528348.7915785	22878540.2863477	8381437.23185178	7892401.51311263	7816412.26729102	6855815.36370346	10927835.1107097	9486653.59957894	22829291.9880508	1837931.16546613	1551635.69161845	896734.98831154	1259511.22649462	948911.566158404	1241427.78675525	721842.147325835	841606.90744231
"Tb927.11.270:mRNA-p1"	NA	NA	NA	NA	549829.38611651	NA	NA	1425057.48578609	1267360.42976733	1454893.532935	973625.605324346	961895.614931958	1548286.63608548	1247319.23123372	NA	NA	NA	NA	1307788.05251727	1297249.56585427	1238369.57713411	1269900.00914884	1407470.663654	1247171.92422373	NA	1027894.89460453	1285742.67479431	843542.3842041	998210.977742483	1224151.63215759	1214445.05379461	1325930.06104284	1034489.60370395
"Tb927.8.6970:mRNA-p1"	NA	NA	NA	NA	NA	NA	NA	1380531.57465573	1369327.95207856	1060949.99374731	1685024.0368425	1695904.28975328	1752857.20620323	1342816.46234834	562278.116589922	589223.930285723	734800.897779141	NA	1377332.37998187	1472490.41150893	1339273.14387486	1310127.82427332	1318483.12927076	1341280.79295423	NA	1364300.84695467	1460781.72531784	1251400.11725816	1294348.26471976	1189771.51428777	1106706.32909955	1226147.14280196	1384738.65260156
"Tb927.5.2000:mRNA-p1"	5052978.39749596	4683930.02179072	5142297.80198722	5928180.61505898	5200588.3451703	5008314.84136454	5615434.92235078	5161995.51129827	5171051.03085765	6150187.55406699	4703696.39603855	4664796.46491133	5366370.802102	3668998.26252695	4650247.79671274	4634334.54886155	4766172.29971915	5668429.02555306	5384072.6943188	5678296.45917213	5234391.90517156	5315155.93551381	5991329.24488245	5863466.41039451	5442397.9018442	4303953.85022448	4412150.92120634	5428739.87311566	5155904.94308787	4603136.40939597	5053977.11483249	5813176.68125213	5133175.98618487
"Tb927.8.6320:mRNA-p1"	NA	NA	NA	NA	NA	NA	NA	588951.897383295	754641.856899053	613564.22772584	727360.852264736	706940.493294738	770999.260387685	1049598.06391037	NA	NA	NA	NA	534731.713431955	661687.634873545	567076.457493368	621412.03777849	608665.627928975	414692.03242061	NA	848973.985477009	866112.468547733	489189.206039183	583682.977527334	822202.602418596	642396.367372272	741933.382084787	435127.021607788
"Tb927.10.15020:mRNA-p1"	NA	NA	NA	NA	NA	NA	437964.431791758	1895496.77876734	2045713.44719257	1946804.28278282	2484201.92272725	2272076.24801246	2263459.00963397	1658801.77155972	372766.248467043	563648.679046097	422350.879220164	340315.970366935	1991548.27870858	2038298.62280649	1849004.9125586	1860830.20980492	1777356.43758022	2161585.00743289	539748.280887764	2204780.77961804	1797996.00221156	2265071.25968266	2344281.90722862	2208919.27950757	2090227.16186065	2135310.56797619	2397620.68652324
"Tb927.9.3560:mRNA-p1"	10346128.8026568	10809986.0311991	10692433.0106848	11247497.229156	10881221.6441037	10917270.4463307	10313153.7860703	4686370.51240095	4554055.59021105	5130591.86405644	928313.896161357	932878.943158209	910940.686368074	806033.523192158	10298582.9787972	9738759.32858666	10109334.1030758	10287359.0177401	4738864.60330159	5008263.2897151	4657052.88062212	4496072.63239179	5477068.46692349	5944295.08517546	10420871.2737191	812436.122915442	821449.360092736	NA	NA	269325.090744215	486957.526576891	438183.947387839	NA
"Tb927.11.830:mRNA-p1"	2002373.53330093	1935729.90180106	2029361.90845107	1921646.3441551	1839287.82390173	1891209.14778089	1660081.57506694	752394.544457268	894613.646665118	905974.309022214	331282.28703416	388537.400907838	336367.096507938	227559.436395045	1693076.62338951	1604687.07759534	1599995.43828809	1798805.04940602	857177.869765938	880073.527534983	887574.458967159	780096.345891717	1085340.0154668	1084504.13300477	1766181.8056786	NA	206142.344210973	216703.222560085	208955.741250788	385021.342279799	158151.027150252	195268.333874413	220444.508437256
"Tb927.10.9490:mRNA-p1"	829721.110394609	838377.650862192	850438.977702182	1384545.97832064	1317652.23860626	1096221.5967069	1797933.9482228	2632037.16818408	2686995.10250012	2978427.42756982	2177229.24196933	2208104.44648882	3176851.46749324	2736968.56565239	789000.68184079	709560.666295661	642110.726562395	1958314.68585629	2713723.32794499	2230043.73633926	2579591.56811733	2531614.94712029	2735731.3529431	2573781.70249918	2186614.35337209	1633718.68345421	3088239.18474389	1615966.1253918	1385764.82701865	2008813.80112285	2149276.98773422	1812543.72415703	1286985.14417876
"Tb11.v5.0495.1-p1"	NA	NA	NA	NA	NA	NA	NA	2134412.91539667	2050608.95276345	1550007.32461266	1517754.31423591	1432676.72454827	NA	NA	NA	NA	NA	NA	2747184.68808245	2171225.90446914	1900782.19125705	1873488.4137551	1090686.23972168	NA	NA	1112640.56625322	NA	NA	1927484.19445861	NA	NA	NA	2047138.80382691
"Tb927.5.990:mRNA-p1"	1504975.89370333	2040774.55055614	2030392.22054519	1124998.36514129	1147448.00372791	957734.787141756	926464.650927943	6759973.57723584	6667431.85538322	6950657.94149938	7690892.52020645	8115126.96034834	5376599.06694696	6208701.23885234	1099926.75170457	1172333.50632397	1476564.59066032	1286482.72942924	6632976.75451327	6265103.89251413	7023708.40599564	6500625.3744471	5174583.91680286	5314014.11811822	1290886.93186884	8171881.3720165	6061420.87652662	7444931.28058959	7873228.82946947	5119489.78425813	5660580.55913663	5500512.75199356	7588134.98993967
"Tb927.11.11630:mRNA-p1"	NA	NA	795755.249552395	NA	NA	NA	NA	2553521.15712461	2558857.92772995	3046608.65673217	2455959.02361406	2446860.49983984	3589563.45709455	4384460.52411326	971072.157736924	1215541.30010064	1330199.77169014	548896.014856771	2836421.43541783	2646129.99423787	2456375.69316302	2492936.50179988	2949647.76947753	3021334.68590542	NA	3298913.15333153	3493249.96896576	1992082.05422954	2315805.26788187	2306816.57681315	2770777.67703658	2673306.26483736	2613258.20030583
"Tb927.10.2840:mRNA-p1;Tb927.3.1370:mRNA-p1"	678602902.359678	714343337.927614	609788309.610319	798816777.726184	728825170.847189	755766768.316004	1016017075.01557	649707508.705257	616670540.458038	780793766.754385	281584739.718856	312933959.546441	347026536.625296	467091489.491158	768566232.48753	781576026.884165	862205131.688924	911253901.192976	616468147.139601	642659408.468892	666539766.31039	615007347.673626	831500887.60949	824669685.09753	933572028.356601	337742785.813638	374225698.910199	335596534.770413	282349759.248044	393772361.095082	440789509.208078	423886629.184505	277980816.42513
"Tb927.2.1700:mRNA-p1"	764514.215915131	931766.531168816	917822.828195198	434636.96962821	431329.102145058	408363.52449888	737433.969403681	10538206.2508965	10415162.5404945	11120991.6460757	12605613.4708346	12180211.966801	11200898.9388647	9943009.06299888	1127365.22363345	1196462.49604724	1135682.8966691	872209.383924758	11080280.0741882	11190270.0291007	11068060.5791794	10395943.0056976	11121384.7371565	11268841.4488376	678552.165597686	11218402.6284901	10056461.4879285	11144024.2632907	11716406.7208168	10310672.4661411	11446446.1074199	11255288.0490066	11253291.658849
"Tb927.11.190:mRNA-p1"	1644894.33459793	1490496.35497357	1407165.19648745	611607.261411607	718081.971569126	872858.476639393	897533.797177973	6511938.12155005	6328891.37279869	6798181.63179844	6336857.15916499	6405671.91207101	6018015.06649921	6151399.83776425	2223399.45198861	2228883.84936823	2359961.5679256	679599.035870519	6623021.97506963	6582408.62706206	6717972.16382907	6353717.35126852	6780225.26778958	6305445.11217317	856660.166464892	6323727.97229862	6216943.7435724	6224622.18340835	6391754.26912375	6012541.46858605	5975524.00582015	6168564.43673716	6482168.8344522
"Tb927.7.5650:mRNA-p1"	455681.273893512	561183.039302496	456988.984075997	784418.599277354	751651.282694984	778956.886745421	725520.666239619	NA	627059.264115729	367142.967422887	NA	NA	NA	NA	401188.466363948	396070.605382675	396642.101700268	681126.532384261	NA	268167.269411485	227840.170639253	91986.6995580757	NA	340632.536862746	840273.263001562	NA	NA	NA	NA	NA	NA	NA	NA
"Tb927.9.7230:mRNA-p1"	NA	829710.773905965	920950.014173187	NA	NA	NA	1368423.13189011	18121585.5782851	19473520.9951085	20088845.7667351	13580622.7006955	15165138.621289	15823177.7930822	18882925.9580413	1665389.67600149	1492116.56602685	1590041.76885911	743257.744701906	17809000.4657516	18480390.5027033	18753510.0488635	18660338.0089665	20494174.3099672	21232063.029444	1009962.68926385	16530097.5365373	20396947.3905484	17632964.5155884	18671236.644786	27406273.7815705	24609190.7712732	24226881.0485014	16033145.419537
"Tb927.11.7710.1-p1"	496221.75975302	455127.038183436	432764.718770045	442158.903700402	478450.268878016	419872.518186165	784963.375554567	4983078.22089503	4948916.05375281	4665470.49717071	7063108.59094058	6558317.45941957	5163538.99574039	4287766.8350134	775494.618114368	612213.515181429	783925.274164311	693466.904232368	4929282.44110809	4948167.09743842	5153748.64097688	5212697.97941178	4896332.71129176	5198468.61590614	641291.91708167	6177443.4995932	5135301.81114101	7759292.50781957	8407967.04465576	6118376.43760775	6237998.56677963	6939280.87240156	8180881.77961995
"Tb927.7.850:mRNA-p1"	484273.543996017	422889.549240948	453532.294971525	518824.288522387	599163.044768554	576972.230698035	734667.474990962	800619.862342055	NA	781768.402123576	NA	NA	NA	NA	510561.994224133	499234.7785673	462224.97027009	639780.240927983	NA	659675.697267385	458522.836875761	492302.454196663	1175571.61863011	571033.360890799	634174.152263309	NA	NA	337151.531975245	318900.437324494	255060.288065277	245149.637940972	263713.267258058	NA
"Tb927.1.2110:mRNA-p1"	NA	NA	NA	NA	NA	NA	NA	575258.316911442	603166.087893866	556326.347132178	1013573.66444592	1005101.04677232	854920.327383239	858944.844494394	NA	NA	NA	NA	585224.110782255	593127.002401686	595163.923626878	567155.715757419	556060.515163558	567860.377128054	NA	1100411.83975501	770069.579496708	639102.648353719	570993.902766436	494055.019503508	560744.984725294	483348.0949602	741316.131579012
"Tb927.6.1650:mRNA-p1"	502258.529980904	1175595.21839908	699069.015132395	3845374.87439597	553246.347187612	1299854.64289189	NA	10492168.5774049	11379557.446541	13402673.2547275	11478630.4578808	13338521.8963923	11758155.725147	11386425.4105182	NA	528916.943878869	651666.324722728	301118.447504003	12343176.1651449	11510640.5023258	11759317.3714704	10721480.1463291	12615434.9557342	13021317.8860135	242122.448051308	11537970.9655096	11559794.3159101	11189024.8200963	10790088.6105405	10815625.0617755	10575716.5526806	10117336.2829684	12264657.3776225
"Tb927.10.14220:mRNA-p1"	4800980.28221739	4813188.46239612	4839330.87024739	4569729.22195128	4690295.82529956	4852362.54845962	4693922.87213924	3434585.48201602	3294791.50371251	3624852.39709627	1152825.85320057	1393201.92535171	1876556.2419526	2060130.72632073	4592801.36044219	5119467.07796825	4757684.98481845	5059665.99502317	3524270.21981481	3558948.65790493	3381087.44405103	3124356.42612939	3584359.76458149	3742368.67101329	4939603.50038665	1308238.46124775	1549790.16348429	1243614.29358584	1208184.75950226	1667841.14350924	1703324.76151509	1441245.88719196	1112147.76037044
"Tb927.6.3110:mRNA-p1"	NA	NA	NA	NA	NA	NA	NA	7668485.69187879	7317382.33350493	7260642.56199001	7337830.71450615	7237874.37037238	7966790.60012872	8416867.06703342	NA	NA	NA	NA	7864441.63168344	7708600.76587563	7345134.1190558	7924664.04332736	7240856.59343348	6771704.97509822	NA	7520732.30735579	7769306.33466447	6455718.61352697	6287621.99147542	6760176.79417118	6290922.39924795	6508853.28090717	6313661.36578214
"Tb927.2.3910:mRNA-p1"	NA	NA	NA	NA	NA	NA	NA	1127247.14689869	1219269.03926198	1153104.41280578	889948.472559095	992238.545340499	1126407.59648563	847750.278934717	NA	NA	NA	NA	1105614.11384822	1098691.21223507	1179861.56447199	1053146.87589024	1163866.79789652	1110397.21541539	NA	1656694.36487882	922885.467150974	1002729.00871641	995895.014737744	997960.568624243	1124429.56680147	1007899.90102683	958479.621452627
"Tb927.11.16580:mRNA-p1"	2555219.78644626	2586944.39170303	2824290.707119	1918139.60433281	2272641.13985104	3800915.05207262	1716665.40795024	1903143.63566944	1857264.68191768	1608346.14160991	NA	1104462.34069302	NA	NA	1884664.19675869	2126175.95052138	2255734.77552806	1751218.60781701	1764948.28686428	1923094.59539916	1651144.05902851	1739158.73983329	1954098.30273467	1619491.24254034	1378923.08555598	NA	NA	569273.925891668	NA	575256.022048223	652928.091810411	758921.969814943	1355958.95417055
"Tb927.4.1180.2:mRNA-p1"	NA	NA	NA	2616308.80153143	NA	NA	NA	3293514.76633999	3202829.20770188	2989036.7679739	4053341.05657834	3901936.87451471	3844565.34770844	3672971.62949363	NA	NA	NA	NA	3102453.23183952	3181142.54661459	3507671.85934751	3099700.84152029	3355914.89651698	3136976.92032296	NA	3455678.06108974	3810026.37391216	3148541.00369427	2890313.16261346	3048557.80756697	3710558.75414508	3570115.95520053	3085339.7892454
"Tb927.9.12490:mRNA-p1"	3753920.41187683	3734384.36412483	3895500.98308633	3930673.45404709	3642069.86178876	3594963.21219735	3925589.42747345	1992553.92063396	1885716.7021954	1988021.26499185	NA	NA	NA	NA	3811680.79416835	3796537.37814461	3917545.45817797	3791535.95589017	1829284.98900784	2054055.64949292	1892065.83487972	1930905.61829926	1843735.9259979	1887212.27142854	4037946.17139313	NA	NA	NA	NA	NA	326516.077220064	NA	403392.998271246
"Tb927.11.5790:mRNA-p1"	2172051.65244923	2204803.51980699	1887462.80143403	1767432.49207462	1849756.9179514	1726138.77805209	1933135.58178078	919459.885437008	952968.960729818	1154806.90286798	NA	NA	NA	NA	2103824.13955124	2333632.2570176	2201955.27108657	1853846.42202395	1045734.85691034	986336.051687844	890538.088003052	855656.054606979	1166966.27084618	1075996.78993082	1874818.90401066	NA	NA	NA	NA	NA	NA	NA	NA
"Tb927.2.2200:mRNA-p1"	NA	NA	NA	NA	NA	NA	1382853.26747091	2567278.65118376	2766684.12665184	2386720.5318561	3623394.98622677	3540956.89044307	3769325.92628001	3978024.54736977	NA	NA	NA	1496350.79852279	2747936.38623861	2491531.58698061	2857653.06797845	2150339.14225632	2731833.09890565	3057132.1093719	1522254.65375763	3914031.55597106	3895251.10301856	3119468.06224436	3107309.09824857	3757821.75867563	4206105.37370111	3930473.46238267	3251014.11364885
"Tb927.3.1400:mRNA-p1"	4112667.25506328	4085372.862403	3815834.52094478	4462265.61381398	4095992.85211821	3920713.47654344	5433234.39956093	4303711.29909627	3960346.58563075	4104733.4827919	1931764.6664712	1584472.10040752	2058718.51855192	1315321.1741752	5198254.55310049	5031392.82358402	4927738.47140661	4957757.67388575	4100351.19384625	3990581.85442669	3788385.86501925	4046263.25673552	3771796.89882604	3960877.26384791	5158342.73054853	1358701.55274484	1578465.72733268	1242409.13630371	1322829.82420806	1544733.37545581	1318525.78380928	1401603.2083981	1454538.1605978
"Tb927.6.4630:mRNA-p1"	1886531.71349386	1486463.09124538	2174866.43297142	1631746.73580859	1012342.4991468	1147502.98868108	747373.142178585	8597586.77292524	8729464.86458741	11195620.2925457	9306665.11363386	9491392.70840525	10768998.3461585	11382447.9620171	1738261.07314209	1660431.5130631	1829129.38294673	653199.815459561	9410584.53296378	9529316.52736516	9589690.15787886	8657243.29603525	10216748.4519651	11783210.6347909	834838.20867618	9244536.78732074	10471552.6389637	9617182.67589369	10069463.0392504	10078065.0667808	10517071.7618691	10392010.0479593	10277625.7161543
"Tb927.10.1340:mRNA-p1"	NA	NA	322893.479601103	324799.985852791	NA	NA	259510.703023436	1424653.23344701	1373828.90925036	1233087.82757817	1194424.90745035	1344499.41362214	1248938.99283313	932214.696762704	501176.165896653	NA	NA	277285.212632952	1184087.42324486	1437511.84094652	1127404.61046816	1032543.44603834	1185916.64770458	1312792.03687822	350624.241670053	1219644.36917027	1032243.77376508	816383.073006077	928272.815731991	813452.275727336	982329.188283382	914287.043787229	860565.575086961
"Tb11.v5.0222.1-p1;Tb927.5.450:mRNA-p1"	NA	NA	NA	NA	NA	NA	493090.174584712	1180352.12674985	1212515.32170398	1281605.50766465	1118503.30286163	1179079.02097567	1016016.05681578	891259.651546153	NA	1124521.00356933	437412.379113031	1597478.65863143	1374997.79781814	1241550.50973097	1163179.10109455	1213350.62637775	1275143.61614031	1217091.19526504	NA	984576.706223884	895028.971206362	1033565.12721491	1071835.37158067	994850.153309764	1002477.91062169	1063839.01382875	1094978.64124921
"Tb927.10.10200:mRNA-p1"	NA	NA	NA	423574.966639433	443055.958754881	NA	628499.716903571	1314812.78611244	1241870.94955923	1361093.99198296	1101351.79857569	1156588.25051124	1325496.22072692	1376546.23213766	630289.44794219	878741.553120917	NA	517263.035818517	1283385.13937659	1410929.88641328	1219508.89286131	1227615.00393615	1225599.68059335	1327661.14133014	638015.883314896	1192230.16735314	1317591.31440525	1094193.54412022	1009369.25862231	1204427.15007835	1323648.98265377	1319356.92819519	1085829.10489643
"Tb927.8.2210:mRNA-p1"	352864.988550779	270125.785533595	329642.885501057	334627.857614848	329210.432972901	326378.101762527	NA	14752136.4896768	14206001.8896714	15412860.8868114	15623004.0588052	16525290.6773499	15773444.4856878	17242459.4146485	NA	NA	NA	427025.937850976	14603437.2125083	14024261.5084057	15605559.9941173	14292409.5539464	15403503.1069893	15650336.8024216	NA	16834424.911994	17534831.2965554	14079647.5509795	15581079.0916555	16447965.5439647	17221461.84135	16917633.6109713	14804032.9376152
"Tb927.11.1470:mRNA-p1"	NA	NA	NA	NA	NA	NA	NA	689022.180252552	688542.959008808	1004560.63071516	883303.824754049	730823.274852353	695385.285191527	623002.078480837	NA	NA	NA	NA	706989.500016334	864814.406525615	621822.113133474	623027.728708605	832545.745264263	756333.073101423	NA	843073.042946087	680268.533095441	869521.514452533	861440.874338082	616079.769911992	732985.976781315	716765.081014503	801515.450524159
"Tb927.10.13580:mRNA-p1"	NA	NA	NA	NA	NA	NA	NA	3305508.96432102	3317973.98466742	2625320.31981877	2017413.60060021	NA	4309195.65668045	2037881.46245953	NA	NA	NA	NA	2941032.87216505	2617863.810243	2887642.69042264	4003972.62733777	3900245.02376467	NA	NA	NA	3212807.29338127	1712075.27210086	1403176.45244557	2768817.31612493	1749638.24844683	2234255.40089852	NA
"Tb927.10.12530:mRNA-p1"	NA	NA	NA	NA	NA	NA	NA	1777226.00146078	1849892.00240117	1885749.07577537	3324315.94936838	4229166.17643528	3778769.49701629	4673318.20863385	NA	1908079.25911114	1061290.16025666	NA	1842621.37543455	1992157.68125037	1778666.63907183	2059099.38805461	1852800.23452682	2044124.85780006	NA	4392232.15601753	4485258.89131376	2855770.85853717	2713677.83733654	3499131.1754281	4101034.4096428	4108686.20522318	2844054.10960815
"Tb927.11.9700:mRNA-p1"	164723421.670351	147901742.614049	138360442.277996	160777190.439553	182261151.020574	146414541.263846	199016232.179536	90550267.4811116	99024611.1059229	114692030.594105	47674782.3712076	63421707.193919	62022588.5823847	84114267.2018767	153341427.740913	166188571.182564	156181772.324398	171573490.767954	104963105.227036	107865176.612298	105559313.043698	91597714.1687052	120789476.932956	110028250.123241	200860700.322672	62710503.8542604	70733972.4044641	67629648.6505022	53084355.9767279	79258548.422519	91714819.5451095	91457545.1448369	52254731.998494
"Tb927.2.4240:mRNA-p1"	NA	NA	NA	NA	NA	NA	NA	848741.196710487	698904.246514684	780146.85660822	447074.059260039	565932.914463395	714846.272366013	948135.183244511	NA	NA	NA	NA	897045.22535266	857876.660039999	757057.515216619	716855.40637273	831709.247439886	831938.334263228	NA	NA	946298.948501504	384767.619001739	507452.101886185	635918.644537604	657801.875658151	609571.263325863	362956.329793288
"Tb927.10.12290:mRNA-p1"	4143252.89419671	3737732.66880786	4226767.57552943	8632466.2168197	7516520.46367386	8202785.23332778	10378435.6862311	14134637.9352997	14251529.49981	21950917.7006555	9508835.32003806	9273481.95479164	15383620.2492657	12323193.7454946	4860678.22498071	5021544.03085012	4921518.35550015	9912238.04652439	14897500.7727365	14562074.5628754	14255122.7279956	14049817.7904672	21904246.2443722	21592152.2069343	9956542.2032222	8784353.06909836	13069112.0860358	8680695.77987294	8489484.12541502	14897959.0167916	14933048.4234782	15589479.9802093	7635817.14473933
"Tb09.v4.0057:pseudogenic_transcript-p1;Tb11.v5.0401.1-p1"	NA	NA	NA	NA	NA	NA	2148826.39304591	NA	NA	NA	NA	NA	NA	NA	2397979.63225424	2165066.41930635	2543866.25601852	2211914.84002829	NA	NA	NA	NA	NA	NA	2519615.26037425	NA	NA	452058.995446525	NA	NA	NA	717544.886679585	NA
"Tb927.11.10990:mRNA-p1"	290630.000002393	NA	NA	524387.704698859	278326.000002292	NA	547629.220761848	13483973.6373503	13755413.2178835	12859230.8122523	15594637.5429479	15890653.775364	14950198.305387	15994064.7141116	NA	NA	399760.000003294	385566.000003177	12753764.9334046	12924424.7291469	14148936.4370446	13276389.8362145	14136791.1145722	11705295.7880882	295811.000002438	15696799.0582768	15801117.3664812	14776037.9802634	15477209.7905768	17895343.5770016	17566165.6214977	17786830.1553985	15793329.912486
"Tb927.10.9560:mRNA-p1"	NA	NA	NA	NA	NA	NA	NA	1626954.36906012	1463196.97992879	1788338.789261	1776194.40248104	1492951.94078655	1805023.66528359	1786245.0936155	388972.672488343	449849.73083553	451099.629218316	NA	1581568.46336123	1642425.06208343	1533210.39358581	1461097.76287574	2131116.89302477	2218120.8658054	NA	1455035.69802131	1604636.26647544	1644829.97394219	1687853.29757217	1751981.38696462	1616841.85066457	1452448.50165403	1849585.3782304
"Tb927.8.6900:mRNA-p1"	1046239.58312721	872786.624857798	988373.879681497	962706.75116486	867321.38892675	867530.589753129	896415.940821639	10950192.9223924	10624116.2861087	10662586.2227136	11856065.7096511	11531020.7676602	10988405.2909994	11806565.3584704	966486.901594482	1031074.51592232	1087629.80725948	897884.414566799	10508784.8475267	10761733.7072521	10796386.329213	10647390.0923817	10709126.2430475	10682702.1246858	884615.97613145	11971743.3068985	12024828.3997904	10759625.0464716	10838407.0270122	10181953.3979795	11035942.1049713	10788041.310567	10463691.6384745
"Tb927.11.16300:mRNA-p1"	NA	NA	NA	NA	NA	NA	NA	223826.055337186	257648.986402004	432767.033382165	1084068.97535363	NA	812363.024906048	870062.691134401	NA	NA	NA	NA	229712.56409863	260204.703621618	309293.520662827	286263.060516049	407883.158988066	372637.859254643	NA	1352289.40862943	650248.282664973	411081.864783897	498050.791177072	816981.187741546	611840.319467382	671646.047037287	362187.67118258
"Tb05.5K5.160:mRNA-p1;Tb927.5.4520:mRNA-p1"	1566902.44930588	1611891.09517484	1547629.99340244	1181351.75161904	1154501.53586517	1186394.05289938	1132543.74407344	2535533.47984746	2359439.70630251	2129626.66084205	2753005.4428885	2757264.43267006	2363857.13515102	2701910.59261134	1379330.65632673	1405161.80290041	1449941.78263181	987953.122886979	2330593.53560738	2376770.96512414	2531941.49066321	2294964.07016996	2424293.09449475	2179999.64768267	1043417.91593903	2877675.0720194	2359441.71959957	2248404.51833093	2181153.11431061	2167391.8726778	2235717.80670377	1960816.51786646	2189204.55138715
"Tb927.5.1510:mRNA-p1"	312983.057159681	257834.536750721	309420.559927365	228280.773494045	209216.41393095	213756.954642736	307617.092236239	513432.938025198	935315.902300591	920708.855957896	567226.477422468	737329.479908837	685604.64977433	990803.761319435	308255.77504493	331208.276341404	369213.602243695	238540.339421262	907627.476843907	903504.98808451	495297.211476217	866165.377040265	885805.112383002	1031242.78628007	290550.100576475	734237.427948234	938373.131785967	841249.285488102	783775.908339781	690634.145421794	800480.050230217	930394.42246475	826459.069478559
