"E:\dh_dag\out_927\tmp\010_2023-DEDO-11-4-A-Unsol.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-11-4-B-Unsol.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-11-4-C-Unsol.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-WT-A-Unsol.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-WT-B-Unsol.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-WT-C-Unsol.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_WT_AI.raw.dia"	"E:\dh_dag\out_927\tmp\DEDO-11-4-A.raw.dia"	"E:\dh_dag\out_927\tmp\DEDO-11-4-B.raw.dia"	"E:\dh_dag\out_927\tmp\DEDO-WT-C.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-11-4-A-Sol.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-11-4-B-Sol.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-WT-A-Sol.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-WT-C-Sol.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_11_AI.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_11_BI.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_11_CI.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_WT_CI.raw.dia"	"E:\dh_dag\out_927\tmp\DEDO-11-3-A.raw.dia"	"E:\dh_dag\out_927\tmp\DEDO-11-3-B.raw.dia"	"E:\dh_dag\out_927\tmp\DEDO-11-3-C.raw.dia"	"E:\dh_dag\out_927\tmp\DEDO-11-4-C.raw.dia"	"E:\dh_dag\out_927\tmp\DEDO-WT-A.raw.dia"	"E:\dh_dag\out_927\tmp\DEDO-WT-B.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_WT_BI.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-11-4-C-Sol.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-WT-B-Sol.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_11_AS.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_11_BS.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_WT_AS.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_WT_BS.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_WT_CS.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_11_CS.raw.dia"
"Tb927.11.15930:mRNA-p1"	941718.508733952	NA	NA	NA	NA	NA	NA	11128603.9907509	10592254.7755303	10418498.9708309	12946057.6193322	15912647.1054396	12866227.7774694	14872542.3356262	5068961.21487695	1943574.05001378	3735834.84921895	4587897.57686066	10298343.6987642	9696757.45758126	10497160.2866195	9448772.85460911	12625486.2345963	11350751.3428963	NA	15233533.8672647	13054691.5467115	10113667.1520049	12949004.4933975	14554685.6930957	13139439.3870271	13830827.3496775	11746015.6716239
"Tb927.11.9350:mRNA-p1"	773959.1652153	880001.038435626	640137.947838634	513847.375366332	834499.141751047	363204.856181609	467181.336603924	2477292.84082508	2417975.81300323	2665741.06123276	2689019.79697714	2655112.66373596	2669631.57100561	2438898.59153962	979818.175745721	810635.467196175	969472.574848748	425717.882619329	2412497.67446026	2429168.54306601	2336901.70378813	2565368.466653	2212200.88021997	2645726.06175198	585113.918338581	2543261.67296771	2551996.17143184	2597245.93823033	2455377.04806418	2416628.02625355	2397448.52804981	2443971.19819523	2527440.72313907
"Tb927.10.7400:mRNA-p1"	323805.740519321	200008.110236369	805237.474177941	NA	91806.4503701254	102864.597834669	192968.625876421	1041304.40267897	1024393.39729783	1085210.82575838	1817414.75369513	1665326.08873754	1689663.22848794	1716685.95563752	207374.074547101	217898.200435811	258560.769751651	100756.374708493	879955.809548364	1154601.58578773	1038448.57873664	939589.740483342	1074243.78974846	1011397.45604079	NA	1768936.69945429	1627728.8887638	1243583.69188744	1389702.05211829	1230790.26562206	1472647.20094626	1685014.61856275	1413995.98559345
"Tb927.11.3320.1:mRNA-p1"	635552.989698844	NA	659121.81338437	NA	NA	NA	698777.815257297	4390631.32037468	4487153.25668751	4205566.84523303	5626885.41031151	5579755.5316947	5796765.95170757	5259208.68373468	714149.786627153	732875.042289866	931161.846749318	715324.616006531	4396815.59565022	4246603.63584214	4399007.17726429	4715484.1662301	4545806.87401905	4231756.53453722	526104.443505291	5231117.80224784	4934292.71594325	5271944.34393377	4618391.5920528	4146581.81023307	4676722.4702495	4890676.32961583	5422628.26733731
"Tb927.10.7600:mRNA-p1"	6527034.51199309	6596261.3900493	6565911.41871699	6686126.32891937	6198072.93515672	6703911.81755511	7519963.96771884	3738113.54299953	3871906.4515994	4403987.67782689	1287596.50633911	2550960.64243283	1735603.52240548	1666002.22590448	7019219.74635749	7032990.52004408	7569790.96219596	7460564.26102838	4139828.61385635	3765327.45023559	3957550.12503002	3698642.19919825	4170767.31126528	4156158.1650246	7605516.16727906	NA	1673846.90642199	1005000.05258272	775680.837427224	NA	920734.677393446	NA	680545.946213536
"Tb927.6.3350:mRNA-p1"	3007610.48837709	3400601.85861002	2355589.16524594	1692178.32948973	1603025.5227526	2273040.42541738	2420493.31364719	3533155.43139498	3002360.98746879	3282077.92013458	2802909.31913357	2429855.5112685	2608968.35086201	2671970.66440901	3294639.34173482	2968801.10253906	3502070.03458318	2039113.34773468	3530120.87974906	3392570.98304914	3350483.78238507	3227780.00535991	3068073.09682628	3225629.19926654	2296100.53027899	2794854.66091336	1964669.31735203	2613689.07550034	2872214.50418582	2802298.92681254	2762358.40519378	2650117.58940879	2847005.08247657
"Tb927.10.5660:mRNA-p1"	2900122.75620168	2570068.0689276	2762927.32784022	2893587.68020876	2366007.18692414	2380106.47156258	2313632.58615069	2975278.71283415	2886710.28535285	3101904.6219301	1644691.94737188	1667780.39327158	1429589.38409197	1309862.00306513	2424659.7452567	2368944.05285878	2468277.84434259	2132654.18904904	2983829.10275457	3155904.09263809	2942841.62486871	2834434.05369277	2664991.02888791	3157326.61692294	2298486.18395659	1342559.884613	1279248.08236207	1936314.43678877	2108664.93943481	1899297.57664223	2058610.98559845	2067232.81872998	1907943.25248061
"Tb927.3.4140:mRNA-p1"	9500677.37884122	9297133.4846068	9756190.42174826	9928837.48920729	9707301.62708424	8913719.72640539	10679932.0412414	5587183.991465	5127050.53222576	5672811.00423329	1462571.40190566	1727823.42124515	1728537.98886264	1282603.45224648	11085238.6954543	10565796.610292	11076452.9478207	10727271.1370692	5714363.27528631	5193427.82609257	5052558.3750472	5211365.57248749	5668600.85650162	5145745.34822551	11372684.8215362	1313263.6615419	1227540.3902292	751953.78658534	841634.599863579	798519.875870921	944899.034041634	918486.837338816	706855.391574213
"Tb927.11.3160:mRNA-p1"	NA	NA	NA	NA	NA	NA	NA	10603307.0620451	10619550.5915207	10444140.7218137	13243097.4051204	13149405.2903379	12907471.4142885	13495953.1039787	NA	NA	NA	NA	10646942.4323476	9994141.52117247	10139784.6472378	10289051.5179101	12096211.8291641	10586790.7118231	NA	13416418.7640431	13340269.626077	11512249.5739554	11678132.9740687	12677675.807053	12762468.2580695	11906196.5070736	11356590.4413312
"Tb927.10.8790:mRNA-p1"	NA	NA	NA	NA	NA	NA	NA	13070723.4064114	13726793.6711017	15516986.2792303	12589234.3137268	14666405.4119853	13952627.0837304	16255531.1322834	NA	NA	NA	NA	14457385.8843262	13771382.1069176	14035899.6512848	14041526.3927348	16457417.1770727	15484895.7651439	NA	14172108.2662036	13851011.9376899	12894011.0047207	15691657.4740473	12086903.9303182	13803528.4009989	14383369.0147762	15105143.8139559
"Tb927.3.890:mRNA-p1"	NA	NA	NA	67573.6760696373	145780.802511178	NA	319597.317109195	938447.979827394	903690.728711079	908257.2785065	712559.91146353	628967.514935203	607169.008193741	533315.561570157	168049.966990602	153395.184549702	NA	333626.703365276	722540.940394548	995778.416878503	838487.612605142	929068.515315024	866855.207674203	1096410.78841796	322007.759494163	608320.518762329	594118.823314963	675202.057205227	683629.617131264	619947.120958994	540986.470364124	546309.369856034	774145.614634079
"Tb927.6.2050:mRNA-p1"	12933726.7883123	14394130.1359084	14192282.2731209	14877584.6750955	15265160.7728369	15456871.8320322	13239754.903148	6606635.97245911	6342478.16487137	6085002.52826441	2418667.82638452	2232089.77401335	3630758.7834496	2349324.7231953	11763534.7057979	9380058.91604931	10136565.3737983	13076155.1049394	5198094.00190892	5941986.45130919	5567626.82845365	4414046.36015753	4717439.75168768	6453558.53968067	14043678.2928466	2221083.60902714	1824103.09525174	2373696.46881308	2126566.31053342	1960327.69652382	2297522.56557467	2274617.37660384	2831850.74828271
"Tb927.9.2310:mRNA-p1"	4907553.25650111	4817984.46112335	4792534.78914981	5598996.29543782	5349363.80517649	5498195.59911761	4506885.01713362	3521644.70200693	3392566.67231848	3343282.50227067	1708652.29677598	1528446.38523677	2008129.34909608	1650461.45845039	3059869.54705864	3037184.00045411	2998322.14873642	4165246.2360744	3122544.99985086	3445787.80968391	3439877.881249	2769572.00307073	3089197.38376832	2922835.14824074	4306332.66249217	1265398.51425486	1420372.56182658	932387.758259261	1023651.9484961	1133413.80030807	1483542.47741546	1213895.03256002	1113192.15272721
"Tb927.1.1600:mRNA-p1"	695644.455915965	396744.876049424	447945.815362263	374886.556094566	372134.293790902	255175.807108274	561323.525258599	466880.920761343	634260.571996194	614097.706736648	NA	NA	NA	NA	522688.537616666	413356.335661748	475488.339317308	678600.812495436	735783.183019887	592014.389534563	438959.429965491	453144.242897728	481693.919296023	601086.382634081	625947.460510382	NA	NA	NA	NA	245878.36244677	580352.142061016	582233.302668636	NA
"Tb927.10.5630:mRNA-p1"	40099137.389976	42900455.9004471	43322944.0274211	43029935.6695843	41478241.986299	40163129.1575047	38952763.5200189	17374617.5136779	15753626.7118431	17458310.9502084	1419899.4622479	2024849.45387373	2047967.13110535	1893119.86915924	36738649.3275522	33731085.5948905	36844392.8631686	39747859.920781	16261676.8714059	17742677.1450233	17248224.3961954	16220192.3969912	20593775.6008405	21034336.6053845	39852821.3870994	2137120.42195494	1960973.47350787	988447.965808884	887842.503691029	870137.732909637	885687.048382695	810997.250652647	1004416.62729946
"Tb927.8.2670:mRNA-p1"	986552.670363199	NA	NA	NA	878332.456356139	NA	NA	2506772.77240169	2463911.91637435	2584310.02814606	2128239.59908587	2186900.15106389	2613140.67809664	2856420.88580989	NA	NA	NA	NA	2446496.46360421	2565466.01770904	2154641.30872066	2371362.36205673	2618521.48525173	2763890.97925476	NA	2375843.00528166	2185406.97580371	1934695.43481295	1715409.82877544	2621780.82817097	2090670.32462486	2030267.7229873	1991930.34664881
"Tb927.10.15710:mRNA-p1"	2835232.50126192	2960887.10071503	3023900.98458803	2695199.94207636	2160236.92237459	2515324.72673596	3844275.21190993	15474746.8486601	15186631.9804957	16725671.4683563	9291287.86869545	11044700.3090897	11977275.0484097	13442079.2478199	4555669.90980213	4980971.33678902	4726278.80590602	3761547.09500466	14951877.2791641	15134324.8704933	14446674.8065192	14747074.0960281	15650635.0435372	16516946.5653823	3682852.71001329	12146244.7074653	13046485.5599012	12642815.968062	13321750.8245735	14871336.3930549	13834077.6642287	13470586.5696186	13414687.4555992
"Tb927.3.4460:mRNA-p1"	NA	NA	NA	NA	NA	NA	NA	829495.978495354	838515.728054243	832046.505726173	531836.908712928	596499.569823475	453033.304625791	534815.018638317	NA	NA	NA	NA	831772.696872039	893452.979191256	900053.201632364	810429.586220495	559565.447898391	659241.87256793	NA	194963.158994695	444540.100664067	366502.487009003	426027.323431511	NA	459130.989916033	434677.422307015	348732.683473366
"Tb927.11.10440:mRNA-p1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	173391.418793918	242648.793903382	236998.128332699	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	119948.687887648	214910.148158249	NA	NA	204381.620040571	NA	NA	NA
"Tb927.8.2130:mRNA-p1"	5973551.11568882	5813845.62491073	5754595.17962945	5499382.59235177	5804960.04572604	5624407.71031032	5209370.95615357	3867183.69003153	3930353.15978225	3941578.6302894	1431291.94167422	1433653.14335576	1824077.06921509	1629536.02437403	5882575.44525902	5828183.66908859	6069267.10570654	5224972.98264652	3741221.18072863	3768554.15994834	3730886.32377551	3989158.98963114	4001337.00098499	3678905.00053374	4805149.19490029	1337802.41375376	1547184.73383484	1488359.90258096	1242571.03486925	1709661.43759383	1646026.02302503	1494843.81543093	1258503.33595436
"Tb927.10.9090:mRNA-p1"	NA	NA	NA	NA	NA	NA	NA	1542379.17206834	1567937.67663884	1676184.55721541	1063583.5448673	1389020.14734188	1200773.87261198	1871608.9856365	NA	NA	NA	NA	1492922.78332308	1550519.35455583	1350760.12737918	1354205.77566011	1455821.27761944	1464842.66398141	NA	1498308.67003962	1526315.65668404	1387025.45048538	1550647.53127245	1524759.1771095	1605906.71370268	1548325.01650154	1610979.66379538
"Tb927.11.13620:mRNA-p1"	NA	NA	NA	NA	NA	NA	NA	2355006.76741997	3114350.94334356	3514256.63213528	2076702.35042638	2612438.53607621	2750329.87445519	3691234.8220737	NA	NA	NA	NA	2782370.94592307	2888090.28738274	2559651.34207947	2592226.91855818	3241522.404873	2673650.97603753	NA	2956936.65654729	3279557.81563786	1834734.23628554	1912947.4102453	1770611.55620766	1902883.74343688	1929133.68613333	1453980.03260239
"Tb927.9.10710:mRNA-p1"	3352909.56981837	3433042.70762999	3451220.07626888	3046790.91609279	3868206.56726193	3464901.73240115	3971303.56860068	7708916.44632955	7489503.93514749	7662142.51366922	5636435.16765822	5445161.3141855	6404768.99688624	5718827.81930699	3279079.49218984	3215886.34761014	3331214.02296113	3775914.68492537	7911319.13753542	7192839.41448783	7700638.99484683	7854415.0300356	7750037.76640269	6714657.59319268	3717030.14520911	5127279.0423302	6154226.54465241	4783177.31584514	4568787.76664604	4875832.81564675	5353458.76559616	5495775.31260584	4249749.13782274
"Tb927.11.6540:mRNA-p1"	1781125.98383925	1898275.39681886	2009753.46153065	1524858.50747884	1502805.11388003	1536551.90646167	2772935.52493509	2816792.81736401	2752897.20082527	3313047.86829493	3392467.6118941	3301869.60571485	3245309.59898334	2853531.20879292	3181390.80487715	2668953.91918889	2804165.08308691	3097973.98609202	2891504.76732529	3015375.25487956	3066440.53092991	2980939.70966963	3448936.44011272	3842580.37161875	3023789.13877188	3014702.49799439	3098115.36282714	2535465.10078298	2569256.87298576	2596839.25793223	2962290.01325144	3041650.4874772	2918751.27157815
"Tb927.6.1470:mRNA-p1"	46183617.583045	54522447.5221571	48186262.0794508	44530169.351473	45876041.8049698	45258900.4280784	51929243.5504705	29888672.5815515	30968262.4327702	29951107.0529499	8215365.59977461	10624975.390005	10757510.595838	11357348.4069754	52500325.9231901	50433362.5604273	50070301.0316562	51085823.2459713	28539720.4387409	30147108.4876635	29188772.0993362	29045320.1181149	26821269.5304901	29476489.7103969	55047057.0620329	11893148.4169923	10760702.8926877	4967409.65274985	4637410.48428356	3341262.92963615	3474304.21859494	3908808.64396769	5502465.74863847
"Tb927.11.5600:mRNA-p1"	2011822.70988116	2025442.65763134	2449240.44412023	1662856.90421067	1890296.97921973	1304549.21165615	2332315.32753591	632154.391568821	499713.719220255	639407.77830262	527400.626962034	790231.958524885	438627.556180452	564005.595552479	2650103.93393251	2209833.38760005	2217446.865076	1943381.3089884	776116.78864329	630093.303546647	342388.403470377	504979.968595353	543867.614958959	891430.308939578	2660511.21467492	672064.321708253	563045.617337784	1784547.08343176	2596073.36745129	2167595.10769046	1973138.13360855	1689976.54886107	1997677.40280883
"Tb927.6.3890:mRNA-p1"	4930847.79973923	4863709.6864389	4710459.74790524	3339773.19902317	2993333.84987293	3002170.09950139	3445295.3855602	12621450.3594536	12400022.9859003	13180461.2022288	9848162.54279805	10159517.326526	11865688.8737237	13636179.6600268	6023827.17824618	6227834.19444584	5760088.54976251	3631437.77230417	12906974.9427301	12811382.4384332	12373797.1138508	12565860.2752976	12652567.0777985	12773438.1497173	4041471.46984277	10965214.4802647	12613915.0108567	9496352.21413742	9634125.20647749	11285225.3736628	11004229.403118	10492980.2082268	10353499.3509066
"Tb927.10.7010:mRNA-p1"	NA	NA	NA	NA	NA	NA	NA	2100764.96422682	2211133.11743355	1906969.05664853	2671715.0121066	2677539.50102895	2595556.74133144	2250131.98900758	NA	149696.570747369	NA	NA	1996091.47871413	2033272.68733604	2152247.40021137	2285040.5099539	1964329.69345001	2044894.90656021	NA	2470538.8890476	2424870.95240074	2506281.05090079	2363637.62424714	2539623.64934037	2289560.74863062	2447472.80871052	2518382.8683155
"Tb927.9.13320:mRNA-p1"	34154827.8523495	33612243.8605169	35231880.9958272	35909170.362631	33623539.4906308	32912088.3609797	35762749.1520309	14661901.7236017	15074486.2054563	16129537.1929312	3395759.59227891	3254551.07569344	3458454.6584485	2876148.45092298	36354285.7776047	33924886.4557537	37785482.3752521	35710462.8029977	15480449.7852545	15236376.8196547	15140749.5214218	14016523.2254934	17541676.4330175	18377778.4273005	36583179.7168954	3293982.53013756	2824536.44491007	2066273.38755501	2186680.67224701	1650971.87727427	1858580.65224686	1734886.79588288	2161871.31115289
"Tb927.6.730:mRNA-p1"	NA	NA	NA	NA	NA	NA	NA	2888252.54582409	3156115.60489426	3113026.6444762	2947927.50332713	2939455.77111691	1937017.40999646	2499049.24803075	NA	NA	NA	NA	3068855.62258063	3084837.38978347	3047027.80513729	2708918.58583719	3121573.73379106	3571625.27152441	NA	3248652.63195188	2310373.27452816	1855518.17058539	2600721.14619006	2258137.49081559	2277187.38226761	2394465.9987903	2393409.35821513
"Tb927.10.6180:mRNA-p1"	993120.339744585	NA	999791.306772546	NA	NA	NA	1696441.4984701	3647808.64667328	3714003.07151709	3637479.56670942	5043006.24795487	4745913.21121335	4820655.51873763	4680917.28444086	2199670.58370075	1932936.85571824	2394099.6776403	1815356.43897432	2863680.30306713	3497949.67028174	3970027.42453756	3378232.82343553	3665404.65620631	3742175.24454223	1701570.3307467	4784755.72633433	4363421.80395552	5412315.94933965	5778083.27792108	6056547.7942223	5864115.64221864	5067271.31920661	5947273.98434716
"Tb927.10.14590:mRNA-p1"	NA	NA	NA	NA	NA	NA	NA	5497809.70403368	5801416.6539514	6070318.8401591	3504880.24069743	3565444.29635536	4147738.76766696	4404612.78383028	2610828.45986663	2345972.62422619	NA	NA	6035608.48842833	5143542.8201486	5711288.13687258	5579255.6251584	6644249.90709955	6326563.58557564	NA	2811933.08733044	4430934.38659213	4301771.82366149	4493109.53927196	4547111.22959887	5435650.54109666	5133294.05058793	4029826.56090361
"Tb927.9.1880:mRNA-p1"	25300824.6901142	23723817.435453	24725901.0675464	27164465.7135401	25348307.0432456	24799496.6424513	32399380.5721041	12877359.8852848	12187509.3499332	12934562.8906976	3306503.59449723	3090865.38686179	3351354.49976997	2326642.37567455	32118453.0729019	28060477.4623932	32564256.2357152	33012732.0383831	12570177.5176641	12296617.8704832	13054942.1905797	12697008.7569355	13982708.5708163	14149773.6324761	31386975.425041	2922375.60094675	2774988.10252885	2487880.10531177	2546688.67868355	2383543.42780956	2686015.44739732	2715372.31778897	2332306.56678582
"Tb927.9.3670:mRNA-p1"	NA	NA	NA	NA	NA	NA	NA	408257.470573728	419554.031886412	496565.378822348	247084.019514572	195396.584259704	NA	191825.133267705	NA	NA	NA	NA	463323.057963322	506108.321223818	398779.268184319	397710.696518197	449634.442712803	341254.271667897	NA	NA	171735.367595147	219291.808809601	288613.111482082	NA	NA	NA	261590.651811918
"Tb927.7.5710:mRNA-p1"	NA	NA	NA	NA	NA	NA	NA	5329117.77937121	5225357.95271689	5348792.11878861	4281850.98929039	3915605.92834728	3679000.53638357	2758725.776425	NA	NA	NA	NA	5156143.85243095	4664622.85230588	3227566.17434622	3147369.63372914	5353396.90552426	5114411.44245883	NA	2782586.71456782	3119008.94212432	4755371.52477313	6574835.918484	2279806.35305489	3977580.4622872	3460683.84560671	4558825.68859002
"Tb927.7.570:mRNA-p1"	5892283.29401432	5650612.9666258	5506996.50524764	7473549.3319464	7270680.89023834	6974581.7278973	7701567.58708409	61652316.8071334	60730961.8256031	63265260.9959502	41175612.7071034	49061939.1353942	50556278.9065926	76459389.5680102	2848889.93546783	2802082.84622357	4655155.35019915	6165623.0169361	61791237.5619907	64885259.1228277	61796894.0752784	60799096.6908831	65928886.2663086	67454791.2448194	7650231.654695	57990189.3826886	76615649.8420147	45440270.8184849	44558961.6005182	52633041.368469	51110952.3445817	45043560.9875858	43019535.3893125
"Tb927.8.1100:mRNA-p1"	NA	NA	NA	NA	NA	NA	NA	1697537.22892484	NA	NA	NA	NA	NA	NA	NA	NA	524609.045008538	NA	NA	NA	1458164.91076783	NA	NA	NA	329505.758598483	NA	NA	NA	NA	NA	679764.298358705	NA	NA
"Tb927.11.2150:mRNA-p1"	3382790.49496349	3182588.0171376	3667986.80980331	3571949.30629124	3497640.5925882	3339996.29491151	3767984.67477991	1707290.4031943	1657379.34208177	1933035.5111928	NA	1064231.83022317	742379.380102664	NA	3677009.22681544	3820467.37195844	3841114.20841599	3441344.82458705	1861247.66630618	1682012.83355684	1585310.46357933	1521550.82360787	1898139.29549336	1997204.40283869	4055262.24788375	NA	NA	NA	NA	NA	419997.798390992	366513.761244322	NA
"Tb927.3.5060:mRNA-p1"	33208498.6542671	30694775.7657751	29440853.3024048	32062107.5499814	32737365.2653933	30085001.9015414	33955033.2152878	26666931.8422349	28120580.8596615	31646521.5496717	14187318.3273533	15035243.8937696	16903604.2971998	18312466.9096451	35807158.0043221	35746265.7081315	35717666.0472767	36133821.3300918	28674841.9063566	27993180.07609	27946320.2484056	29719899.8742168	32180758.4015742	30364454.265508	34238701.2181753	16307378.9170065	18597211.2712783	18376202.0643794	17426843.7855091	18691669.519358	17835316.4308341	18025867.8591671	18218685.7522228
"Tb927.9.14080:mRNA-p1"	3643927.27328432	3403663.62754597	3287494.92254092	3344329.22165446	3488977.72237904	3015423.00312846	3470097.07987469	21854687.1085387	21458292.522632	22633913.8494938	19572314.6353996	22277710.8331363	23002704.7718068	27958870.6371143	3340492.53743983	3560940.03137127	3486024.4047634	2781719.27175435	22403829.6270077	23056209.78661	24131130.6311409	21824826.8037683	21258474.6358472	20025565.7279536	3208381.8276902	23358687.8718382	26780232.5890794	21941145.6864351	23441766.0266844	25192246.1505	25361455.8765414	22399845.3780024	20412967.6155234
